gender,speaker,phoneme,phoneme_in_ascii,F0,F1,F2,F3
3,67,4,AE,214.0,1240.0,2700.0,3640.0
3,67,4,AE,215.0,1050.0,2550.0,3550.0
3,67,5,AH,216.0,820.0,1470.0,3500.0
3,67,6,AA,218.0,1090.0,1380.0,3050.0
3,67,7,AO,211.0,800.0,1220.0,3700.0
3,67,7,AO,214.0,640.0,1070.0,3000.0
3,67,8,UH,219.0,660.0,1360.0,3700.0
3,67,8,UH,214.0,730.0,1500.0,3600.0
3,67,9,UW,220.0,620.0,1100.0,3250.0
3,67,9,UW,216.0,600.0,1280.0,3650.0
3,67,10,ER,222.0,670.0,2130.0,2360.0
3,67,10,ER,205.0,760.0,2240.0,2460.0
3,68,1,IY,253.0,330.0,3250.0,3720.0
3,68,1,IY,262.0,340.0,3100.0,3400.0
3,68,4,AE,233.0,1140.0,2260.0,3640.0
3,68,4,AE,245.0,1110.0,2230.0,3380.0
3,68,5,AH,256.0,770.0,1540.0,3500.0
3,68,5,AH,257.0,800.0,1490.0,3300.0
3,68,6,AA,240.0,940.0,1400.0,3400.0
3,68,7,AO,240.0,530.0,860.0,3400.0
3,68,7,AO,240.0,520.0,910.0,3420.0
3,68,8,UH,255.0,510.0,1250.0,3320.0
3,68,8,UH,260.0,520.0,1140.0,3320.0
3,68,9,UW,274.0,360.0,660.0,3050.0
3,68,9,UW,260.0,310.0,730.0,3500.0
3,68,10,ER,250.0,550.0,1500.0,1800.0
3,68,10,ER,239.0,480.0,1650.0,1960.0
3,69,1,IY,250.0,300.0,2950.0,3600.0
3,69,1,IY,270.0,320.0,3210.0,3600.0
3,69,2,IH,290.0,550.0,2610.0,3560.0
3,69,3,EH,280.0,700.0,2500.0,3580.0
3,69,3,EH,263.0,600.0,2360.0,3400.0
3,69,4,AE,260.0,970.0,2400.0,3200.0
3,69,4,AE,250.0,950.0,2270.0,3200.0
3,69,5,AH,270.0,780.0,1650.0,3350.0
3,69,7,AO,250.0,750.0,1000.0,2500.0
3,69,8,UH,275.0,540.0,1430.0,3320.0
3,69,8,UH,263.0,530.0,1580.0,3200.0
3,69,9,UW,295.0,420.0,1500.0,3010.0
3,69,9,UW,260.0,450.0,1330.0,2840.0
3,69,10,ER,272.0,570.0,1880.0,2400.0
3,69,10,ER,255.0,510.0,1610.0,1910.0
3,70,1,IY,235.0,280.0,2820.0,3400.0
3,70,1,IY,244.0,317.0,3125.0,3500.0
3,70,2,IH,230.0,460.0,2520.0,3300.0
3,70,2,IH,212.0,420.0,2480.0,3140.0
3,70,3,EH,235.0,657.0,2300.0,3300.0
3,70,3,EH,232.0,672.0,2275.0,3300.0
3,70,4,AE,231.0,808.0,1950.0,3300.0
3,70,4,AE,225.0,870.0,2000.0,3200.0
3,70,5,AH,236.0,706.0,1410.0,3200.0
3,70,5,AH,211.0,720.0,1480.0,2880.0
3,70,7,AO,203.0,700.0,1120.0,3070.0
3,70,7,AO,230.0,690.0,920.0,2760.0
3,70,8,UH,250.0,475.0,1250.0,3150.0
3,70,8,UH,212.0,460.0,1210.0,2750.0
3,70,9,UW,244.0,403.0,1100.0,2950.0
3,70,9,UW,242.0,363.0,920.0,2900.0
3,70,10,ER,226.0,452.0,1580.0,1810.0
3,70,10,ER,232.0,510.0,1550.0,1740.0
3,71,1,IY,230.0,280.0,3140.0,3830.0
3,71,1,IY,250.0,300.0,3400.0,3950.0
3,71,3,EH,215.0,580.0,2650.0,3550.0
3,71,4,AE,240.0,910.0,2370.0,3160.0
3,71,4,AE,233.0,930.0,2350.0,3450.0
3,71,5,AH,250.0,770.0,1650.0,3420.0
3,71,5,AH,230.0,690.0,1600.0,3350.0
3,71,7,AO,232.0,670.0,1160.0,3550.0
3,71,7,AO,225.0,720.0,1260.0,3400.0
3,71,8,UH,216.0,500.0,1640.0,3580.0
3,71,8,UH,250.0,450.0,1440.0,3500.0
3,71,9,UW,290.0,350.0,1160.0,3260.0
3,71,9,UW,273.0,330.0,1090.0,3350.0
3,71,10,ER,240.0,430.0,1800.0,2400.0
3,71,10,ER,233.0,470.0,1840.0,2400.0
3,72,1,IY,275.0,330.0,3050.0,3800.0
3,72,1,IY,286.0,340.0,2860.0,3610.0
3,72,2,IH,280.0,500.0,2720.0,3360.0
3,72,2,IH,230.0,600.0,2750.0,3550.0
3,72,3,EH,245.0,735.0,2450.0,3300.0
3,72,3,EH,258.0,780.0,2560.0,3300.0
3,72,4,AE,235.0,940.0,2020.0,2580.0
3,72,4,AE,232.0,1070.0,2320.0,2900.0
3,72,5,AH,268.0,860.0,1530.0,3100.0
3,72,5,AH,256.0,970.0,1500.0,3050.0
3,72,8,UH,260.0,490.0,1460.0,2860.0
3,72,8,UH,286.0,570.0,1320.0,2840.0
3,72,9,UW,275.0,470.0,1400.0,2800.0
3,72,9,UW,286.0,370.0,1160.0,2800.0
3,72,10,ER,268.0,510.0,1660.0,2100.0
3,72,10,ER,250.0,480.0,1700.0,1830.0
3,73,1,IY,295.0,380.0,3200.0,4000.0
3,73,1,IY,267.0,350.0,3250.0,3700.0
3,73,2,IH,294.0,380.0,2960.0,3800.0
3,73,2,IH,300.0,520.0,2900.0,3600.0
3,73,3,EH,280.0,670.0,2790.0,3600.0
3,73,4,AE,262.0,1070.0,2380.0,3100.0
3,73,4,AE,275.0,1130.0,2320.0,3110.0
3,73,5,AH,270.0,725.0,1570.0,2900.0
3,73,6,AA,278.0,1110.0,1630.0,2780.0
3,73,6,AA,280.0,1130.0,1400.0,3000.0
3,73,7,AO,270.0,540.0,1070.0,3000.0
3,73,8,UH,300.0,450.0,1350.0,3000.0
3,73,8,UH,320.0,520.0,1600.0,3150.0
3,73,9,UW,307.0,460.0,1460.0,3070.0
3,73,9,UW,300.0,400.0,1700.0,3000.0
3,73,10,ER,300.0,540.0,1770.0,2040.0
3,73,10,ER,286.0,540.0,2050.0,2300.0
3,74,1,IY,300.0,300.0,3250.0,3850.0
3,74,1,IY,275.0,275.0,3280.0,3800.0
3,74,2,IH,286.0,570.0,2850.0,3400.0
3,74,2,IH,267.0,485.0,2630.0,3450.0
3,74,3,EH,264.0,650.0,2880.0,3500.0
3,74,3,EH,284.0,570.0,2900.0,3600.0
3,74,4,AE,260.0,1300.0,2280.0,3130.0
3,74,4,AE,260.0,1300.0,2160.0,3300.0
3,74,5,AH,275.0,850.0,1540.0,3020.0
3,74,5,AH,262.0,840.0,1580.0,2880.0
3,74,6,AA,250.0,1230.0,1300.0,3200.0
3,74,6,AA,286.0,1090.0,1230.0,2980.0
3,74,7,AO,265.0,850.0,850.0,2920.0
3,74,8,UH,283.0,540.0,1420.0,3050.0
3,74,8,UH,300.0,600.0,1440.0,2900.0
3,74,9,UW,280.0,390.0,1340.0,2830.0
3,74,9,UW,284.0,340.0,1110.0,3080.0
3,74,10,ER,280.0,530.0,1650.0,1740.0
3,74,10,ER,286.0,550.0,1660.0,1770.0
3,75,1,IY,265.0,370.0,2950.0,3400.0
3,75,1,IY,290.0,370.0,2910.0,3480.0
3,75,2,IH,271.0,515.0,2740.0,3280.0
3,75,2,IH,290.0,485.0,2600.0,3200.0
3,75,3,EH,262.0,630.0,2520.0,3150.0
3,75,3,EH,272.0,565.0,2440.0,3120.0
3,75,4,AE,262.0,970.0,2030.0,2880.0
3,75,4,AE,275.0,915.0,2130.0,2900.0
3,75,5,AH,270.0,810.0,1600.0,3230.0
3,75,6,AA,275.0,1000.0,1360.0,3000.0
3,75,8,UH,295.0,570.0,1500.0,3000.0
3,75,9,UW,283.0,510.0,1700.0,3020.0
3,75,10,ER,261.0,522.0,1830.0,2350.0
3,75,10,ER,282.0,530.0,1800.0,2250.0
3,76,1,IY,320.0,350.0,3240.0,3760.0
3,76,1,IY,344.0,344.0,3120.0,3640.0
3,76,2,IH,308.0,590.0,2760.0,3500.0
3,76,2,IH,320.0,540.0,2900.0,3500.0
3,76,3,EH,307.0,830.0,2750.0,3650.0
3,76,3,EH,308.0,800.0,2640.0,3540.0
3,76,4,AE,294.0,1140.0,2450.0,3230.0
3,76,4,AE,239.0,1130.0,2550.0,3150.0
3,76,5,AH,310.0,930.0,1540.0,3120.0
3,76,5,AH,315.0,950.0,1670.0,3150.0
3,76,6,AA,350.0,1190.0,1470.0,3150.0
3,76,7,AO,300.0,910.0,1200.0,3180.0
3,76,7,AO,330.0,830.0,1250.0,3250.0
3,76,8,UH,327.0,630.0,1310.0,3270.0
3,76,8,UH,322.0,610.0,1550.0,3400.0
3,76,9,UW,345.0,520.0,1250.0,3460.0
3,76,9,UW,334.0,500.0,1140.0,3380.0
3,76,10,ER,308.0,740.0,1850.0,2160.0
3,76,10,ER,328.0,660.0,1830.0,2200.0
